Store_0,Store_1,Store_2,Store_3,Store_4,Store_5,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Season_0,Season_1,Season_2,Lag_1,Lag_2,Lag_3,Lag_4
0,0,0,0,0,1,2010-02-05,1.0574197165125394,0,-0.9951355648687328,-1.7137999781197326,1.004175220763895,0.05696365534901425,2,2010,0,0,1,-1.8264022851506796,-1.7983485066074731,-1.7712026661644356,-1.7449441706290458
0,0,0,0,0,1,2010-02-12,1.054347963793769,1,-1.2011702151599246,-1.7660893779932585,1.007880381139025,0.05696365534901425,2,2010,0,0,1,1.060488220271024,-1.7983485066074731,-1.7712026661644356,-1.7449441706290458
0,0,0,0,0,1,2010-02-19,1.001205911680396,0,-1.124178319524795,-1.8401660278140874,1.0090739958364634,0.05696365534901425,2,2010,0,0,1,1.0574436641348743,1.0634965948292032,-1.7712026661644356,-1.7449441706290458
0,0,0,0,0,1,2010-02-26,0.6428284172699374,0,-0.7609066992745362,-1.7377659530617655,1.0098490191641099,0.05696365534901425,2,2010,0,0,1,1.0047721193647914,1.0604784519353438,1.0671419767371537,-1.7449441706290458
0,0,0,0,0,1,2010-03-05,0.8999137201579602,0,-0.7679552531002877,-1.5983275533990298,1.0106240424917567,0.05696365534901425,3,2010,0,1,0,0.6495676157607512,1.008263862534647,1.0641486177639525,1.0716192021749273
0,0,0,0,0,1,2010-03-12,0.6956598847150636,0,-0.15581546315619518,-1.5068211036203598,1.011399065819403,0.05696365534901425,3,2010,0,1,0,0.904376745297345,0.6561409584139807,1.0123627960811596,1.0686488140415984
0,0,0,0,0,1,2010-03-19,0.754091338858388,0,-0.3298605230074385,-1.391348678899656,1.0072061159260925,0.05696365534901425,3,2010,0,1,0,0.7019313257068504,0.9087394749826313,0.6631314005552065,1.017260393348189
0,0,0,0,0,1,2010-03-26,0.63344075777641,0,-0.4995680112736039,-1.3652039789628931,1.0021851692254267,0.05696365534901425,3,2010,0,1,0,0.7598454413741429,0.7080503836314793,0.9136556675560988,0.6707089765808202
0,0,0,0,0,1,2010-04-02,0.9710815025066616,0,0.08708854560815708,-1.393527403894387,0.9971642250658199,-0.10190706006146753,4,2010,0,1,0,0.6402630724163438,0.7654620616688725,0.7146145639550087,0.9193107368349718
0,0,0,0,0,1,2010-04-09,0.8832775847485903,0,0.2817370704885193,-1.2824124291631442,0.9921432809062132,-0.10190706006146753,4,2010,0,1,0,0.9749144246886129,0.646917137232925,0.7715547976230088,0.7217970615709954
0,0,0,0,0,1,2010-04-16,0.742648401669766,0,0.30667810710271587,-1.1996208793633953,0.9887342607561673,-0.10190706006146753,4,2010,0,1,0,0.8878879023534104,0.9786652002061873,0.6539833221273458,0.778300339631069
0,0,0,0,0,1,2010-04-23,0.6100963160433787,0,0.2264330327787787,-1.2279443042948883,0.9874744743129087,-0.10190706006146753,4,2010,0,1,0,0.7485038172843181,0.8923936820546224,0.9830071874862492,0.6616310999051004
0,0,0,0,0,1,2010-04-30,0.670070132196147,0,0.3657775199493999,-1.2606251792158423,0.9862146878696494,-0.10190706006146753,4,2010,0,1,0,0.6171253169293944,0.754218832567234,0.8974441004912351,0.9881300577627717
0,0,0,0,0,1,2010-05-07,0.9870065023354186,0,0.6444664942906431,-1.1407953045056785,0.9849549014263909,-0.10190706006146753,5,2010,0,1,0,0.6765681388923863,0.6239801148296824,0.7604038939372955,0.9032235762694486
